Term Locale,Term Category,Court ID,Level,Jurisdiction,Court Type,Court Name,Alias
en-US,US State Courts,953,Court of first instance,Ohio,Trial Court,Geauga County Court of Common Pleas,
en-US,US State Courts,954,Court of first instance,Ohio,Trial Court,Greene County Court of Common Pleas,
en-US,US State Courts,955,Court of first instance,Ohio,Trial Court,Guernsey County Court of Common Pleas,
en-US,US State Courts,956,Court of first instance,Ohio,Trial Court,Hamilton County Court of Common Pleas,
en-US,US State Courts,957,Court of first instance,Ohio,Trial Court,Hancock County Court of Common Pleas,
en-US,US State Courts,958,Court of first instance,Ohio,Trial Court,Hardin County Court of Common Pleas,
en-US,US State Courts,959,Court of first instance,Ohio,Trial Court,Harrison County Court of Common Pleas,
en-US,US State Courts,960,Court of first instance,Ohio,Trial Court,Henry County Court of Common Pleas,
en-US,US State Courts,961,Court of first instance,Ohio,Trial Court,Highland County Court of Common Pleas,
en-US,US State Courts,962,Court of first instance,Ohio,Trial Court,Hocking County Court of Common Pleas,
en-US,US State Courts,963,Court of first instance,Ohio,Trial Court,Holmes County Court of Common Pleas,
en-US,US State Courts,964,Court of first instance,Ohio,Trial Court,Huron County Court of Common Pleas,
en-US,US State Courts,965,Court of first instance,Ohio,Trial Court,Jackson County Court of Common Pleas,
en-US,US State Courts,966,Court of first instance,Ohio,Trial Court,Jefferson County Court of Common Pleas,
en-US,US State Courts,967,Court of first instance,Ohio,Trial Court,Knox County Court of Common Pleas,
en-US,US State Courts,968,Court of first instance,Ohio,Trial Court,Lake County Court of Common Pleas,
en-US,US State Courts,969,Court of first instance,Ohio,Trial Court,Lawrence County Court of Common Pleas,
en-US,US State Courts,970,Court of first instance,Ohio,Trial Court,Licking County Court of Common Pleas,
en-US,US State Courts,971,Court of first instance,Ohio,Trial Court,Logan County Court of Common Pleas,
en-US,US State Courts,972,Court of first instance,Ohio,Trial Court,Lorain County Court of Common Pleas,
en-US,US State Courts,973,Court of first instance,Ohio,Trial Court,Lucas County Court of Common Pleas,
en-US,US State Courts,974,Court of first instance,Ohio,Trial Court,Madison County Court of Common Pleas,
en-US,US State Courts,975,Court of first instance,Ohio,Trial Court,Mahoning County Court of Common Pleas,
en-US,US State Courts,976,Court of first instance,Ohio,Trial Court,Marion County Court of Common Pleas,
en-US,US State Courts,977,Court of first instance,Ohio,Trial Court,Medina County Court of Common Pleas,
en-US,US State Courts,978,Court of first instance,Ohio,Trial Court,Meigs County Court of Common Pleas,
en-US,US State Courts,979,Court of first instance,Ohio,Trial Court,Mercer County Court of Common Pleas,
en-US,US State Courts,980,Court of first instance,Ohio,Trial Court,Miami County Court of Common Pleas,
en-US,US State Courts,981,Court of first instance,Ohio,Trial Court,Monroe County Court of Common Pleas,
en-US,US State Courts,982,Court of first instance,Ohio,Trial Court,Montgomery County Court of Common Pleas,
en-US,US State Courts,983,Court of first instance,Ohio,Trial Court,Morgan County Court of Common Pleas,
en-US,US State Courts,984,Court of first instance,Ohio,Trial Court,Morrow County Court of Common Pleas,
en-US,US State Courts,985,Court of first instance,Ohio,Trial Court,Muskingum County Court of Common Pleas,
en-US,US State Courts,986,Court of first instance,Ohio,Trial Court,Noble County Court of Common Pleas,
en-US,US State Courts,987,Court of first instance,Ohio,Trial Court,Ottawa County Court of Common Pleas,
en-US,US State Courts,988,Court of first instance,Ohio,Trial Court,Paulding County Court of Common Pleas,
en-US,US State Courts,989,Court of first instance,Ohio,Trial Court,Perry County Court of Common Pleas,
en-US,US State Courts,990,Court of first instance,Ohio,Trial Court,Pickaway County Court of Common Pleas,
en-US,US State Courts,991,Court of first instance,Ohio,Trial Court,Pike County Court of Common Pleas,
en-US,US State Courts,992,Court of first instance,Ohio,Trial Court,Portage County Court of Common Pleas,
en-US,US State Courts,993,Court of first instance,Ohio,Trial Court,Preble County Court of Common Pleas,
en-US,US State Courts,994,Court of first instance,Ohio,Trial Court,Putnam County Court of Common Pleas,
en-US,US State Courts,995,Court of first instance,Ohio,Trial Court,Richland County Court of Common Pleas,
en-US,US State Courts,996,Court of first instance,Ohio,Trial Court,Ross County Court of Common Pleas,
en-US,US State Courts,997,Court of first instance,Ohio,Trial Court,Sandusky County Court of Common Pleas,
en-US,US State Courts,998,Court of first instance,Ohio,Trial Court,Scioto County Court of Common Pleas,
en-US,US State Courts,999,Court of first instance,Ohio,Trial Court,Seneca County Court of Common Pleas,
en-US,US State Courts,1000,Court of first instance,Ohio,Trial Court,Shelby County Court of Common Pleas,
en-US,US State Courts,1001,Court of first instance,Ohio,Trial Court,Stark County Court of Common Pleas,
en-US,US State Courts,1002,Court of first instance,Ohio,Trial Court,Summit County Court of Common Pleas,
en-US,US State Courts,1003,Court of first instance,Ohio,Trial Court,Trumbull County Court of Common Pleas,
en-US,US State Courts,1004,Court of first instance,Ohio,Trial Court,Tuscarawas County Court of Common Pleas,
en-US,US State Courts,1005,Court of first instance,Ohio,Trial Court,Union County Court of Common Pleas,
en-US,US State Courts,1006,Court of first instance,Ohio,Trial Court,Van Wert County Court of Common Pleas,
en-US,US State Courts,1007,Court of first instance,Ohio,Trial Court,Vinton County Court of Common Pleas,
en-US,US State Courts,1008,Court of first instance,Ohio,Trial Court,Warren County Court of Common Pleas,
en-US,US State Courts,1009,Court of first instance,Ohio,Trial Court,Washington County Court of Common Pleas,
en-US,US State Courts,1010,Court of first instance,Ohio,Trial Court,Wayne County Court of Common Pleas,
en-US,US State Courts,1011,Court of first instance,Ohio,Trial Court,Williams County Court of Common Pleas,
en-US,US State Courts,1012,Court of first instance,Ohio,Trial Court,Wood County Court of Common Pleas,
en-US,US State Courts,1013,Court of first instance,Ohio,Trial Court,Wyandot County Court of Common Pleas,
en-US,US State Courts,1014,Intermediate appellate court,Ohio,Appellate Court,1st District,First District; Ohio First District Court of Appeals; Ohio 1st District Court of Appeals
en-US,US State Courts,1015,Intermediate appellate court,Ohio,Appellate Court,2nd District,Second District; Ohio Second District Court of Appeals; Ohio 2nd District Court of Appeals
en-US,US State Courts,1016,Intermediate appellate court,Ohio,Appellate Court,3rd District,Third District; Ohio Third District Court of Appeals; Ohio 3rd District Court of Appeals
en-US,US State Courts,1017,Intermediate appellate court,Ohio,Appellate Court,4th District,Fourth District; Ohio Fourth District Court of Appeals; Ohio 4th District Court of Appeals
en-US,US State Courts,1018,Intermediate appellate court,Ohio,Appellate Court,5th District,Fifth District; Ohio Fifth District Court of Appeals; Ohio 5th District Court of Appeals
en-US,US State Courts,1019,Intermediate appellate court,Ohio,Appellate Court,6th District,Sixth District; Ohio Sixth District Court of Appeals; Ohio 6th District Court of Appeals
en-US,US State Courts,1020,Intermediate appellate court,Ohio,Appellate Court,7th District,Seventh District; Ohio Seventh District Court of Appeals; Ohio 7th District Court of Appeals
en-US,US State Courts,1021,Intermediate appellate court,Ohio,Appellate Court,8th District,Eighth District; Ohio Eighth District Court of Appeals; Ohio 8th District Court of Appeals
en-US,US State Courts,1022,Intermediate appellate court,Ohio,Appellate Court,9th District,Ninth District; Ohio Ninth District Court of Appeals; Ohio 9th District Court of Appeals
en-US,US State Courts,1023,Intermediate appellate court,Ohio,Appellate Court,10th District,Tenth District; Ohio Tenth District Court of Appeals; Ohio 10th District Court of Appeals
en-US,US State Courts,1024,Intermediate appellate court,Ohio,Appellate Court,11th District,Eleventh District; Ohio Eleventh District Court of Appeals; Ohio 11th District Court of Appeals
en-US,US State Courts,1025,Intermediate appellate court,Ohio,Appellate Court,12th District,Twelfth District; Ohio Twelfth District Court of Appeals; Ohio 12th District Court of Appeals
en-US,US State Courts,1026,Court of last resort,Ohio,Supreme Court,Supreme Court of Ohio,Ohio Supreme Court
en-US,US State Courts,1027,Intermediate appellate court,Oklahoma,Appellate Court,Oklahoma Court of Civil Appeals,
en-US,US State Courts,1028,Court of last resort,Oklahoma,Supreme Court,Oklahoma Court of Criminal Appeals,
en-US,US State Courts,1029,Court of first instance,Oklahoma,District Court,District 1,District One
en-US,US State Courts,1030,Court of first instance,Oklahoma,District Court,District 2,District Two
en-US,US State Courts,1031,Court of first instance,Oklahoma,District Court,District 3,District Three
en-US,US State Courts,1032,Court of first instance,Oklahoma,District Court,District 4,District Four
en-US,US State Courts,1033,Court of first instance,Oklahoma,District Court,District 5,District Five
en-US,US State Courts,1034,Court of first instance,Oklahoma,District Court,District 6,District Six
en-US,US State Courts,1035,Court of first instance,Oklahoma,District Court,District 7,District Seven
en-US,US State Courts,1036,Court of first instance,Oklahoma,District Court,District 8,District Eight
en-US,US State Courts,1037,Court of first instance,Oklahoma,District Court,District 9,District Nine
en-US,US State Courts,1038,Court of first instance,Oklahoma,District Court,District 10,District Ten
en-US,US State Courts,1039,Court of first instance,Oklahoma,District Court,District 11,District Eleven
en-US,US State Courts,1040,Court of first instance,Oklahoma,District Court,District 12,District Twelve
en-US,US State Courts,1041,Court of first instance,Oklahoma,District Court,District 13,District Thirteen
en-US,US State Courts,1042,Court of first instance,Oklahoma,District Court,District 14,District Fourteen
en-US,US State Courts,1043,Court of first instance,Oklahoma,District Court,District 15,District Fifteen
en-US,US State Courts,1044,Court of first instance,Oklahoma,District Court,District 16,District Sixteen
en-US,US State Courts,1045,Court of first instance,Oklahoma,District Court,District 17,District Seventeen
en-US,US State Courts,1046,Court of first instance,Oklahoma,District Court,District 18,District Eighteen
en-US,US State Courts,1047,Court of first instance,Oklahoma,District Court,District 19,District Nineteen
en-US,US State Courts,1048,Court of first instance,Oklahoma,District Court,District 20,District Twenty
en-US,US State Courts,1049,Court of first instance,Oklahoma,District Court,District 21,District Twenty-one
en-US,US State Courts,1050,Court of first instance,Oklahoma,District Court,District 22,District Twenty-two
en-US,US State Courts,1051,Court of first instance,Oklahoma,District Court,District 23,District Twenty-three
en-US,US State Courts,1052,Court of first instance,Oklahoma,District Court,District 24,District Twenty-four
en-US,US State Courts,1053,Court of first instance,Oklahoma,District Court,District 25,District Twenty-five
en-US,US State Courts,1054,Court of first instance,Oklahoma,District Court,District 26,District Twenty-six
en-US,US State Courts,1055,Court of last resort,Oklahoma,Supreme Court,Oklahoma Supreme Court,Supreme Court of Oklahoma
en-US,US State Courts,1056,Court of first instance,Oregon,Circuit Court,First Circuit,1st Circuit; First Circuit - Jackson; 1st Circuit - Jackson
en-US,US State Courts,1057,Court of first instance,Oregon,Circuit Court,Second Circuit,2nd Circuit; Second Circuit - Lane; 2nd Circuit - Lane
en-US,US State Courts,1058,Court of first instance,Oregon,Circuit Court,Third Circuit,3rd Circuit; Third Circuit - Marion; 3rd Circuit - Marion
en-US,US State Courts,1059,Court of first instance,Oregon,Circuit Court,Fourth Circuit,4th Circuit; Fourth Circuit - Multnomah; 4th Circuit - Multnomah
en-US,US State Courts,1060,Court of first instance,Oregon,Circuit Court,Fifth Circuit,5th Circuit; Fifth Circuit - Clackamas; 5th Circuit - Clackamas
en-US,US State Courts,1061,Court of first instance,Oregon,Circuit Court,Sixth Circuit,"6th Circuit; Sixth Circuit - Umatilla, Morrow; 6th Circuit - Umatilla, Morrow"
en-US,US State Courts,1062,Court of first instance,Oregon,Circuit Court,Seventh Circuit,"7th Circuit; Seventh Circuit - Sherman, Gilliam, Wheeler, Wasco, Hood River; 7th Circuit - Sherman, Gilliam, Wheeler, Wasco, Hood River"
en-US,US State Courts,1063,Court of first instance,Oregon,Circuit Court,Eighth Circuit,8th Circuit; Eighth Circuit - Baker; 8th Circuit - Baker
en-US,US State Courts,1064,Court of first instance,Oregon,Circuit Court,Ninth Circuit,9th Circuit; Ninth Circuit - Malheur; 9th Circuit - Malheur
en-US,US State Courts,1065,Court of first instance,Oregon,Circuit Court,Tenth Circuit,"10th Circuit; Tenth Circuit - Wallowa, Union; 10th Circuit - Wallowa, Union"
en-US,US State Courts,1066,Court of first instance,Oregon,Circuit Court,Eleventh Circuit,11th Circuit; Eleventh Circuit - Deschutes; 11th Circuit - Deschutes
en-US,US State Courts,1067,Court of first instance,Oregon,Circuit Court,Twelfth Circuit,12th Circuit; Twelfth Circuit - Polk; 12th Circuit - Polk
en-US,US State Courts,1068,Court of first instance,Oregon,Circuit Court,Thirteenth Circuit,13th Circuit; Thirteenth Circuit - Klamath; 13th Circuit - Klamath
en-US,US State Courts,1069,Court of first instance,Oregon,Circuit Court,Fourteenth Circuit,14th Circuit; Fourteenth Circuit - Josephine; 14th Circuit - Josephine
en-US,US State Courts,1070,Court of first instance,Oregon,Circuit Court,Fifteenth Circuit,"15th Circuit; Fifteenth Circuit - Coos, Curry; 15th Circuit - Coos, Curry"
en-US,US State Courts,1071,Court of first instance,Oregon,Circuit Court,Sixteenth Circuit,16th Circuit; Sixteenth Circuit - Douglas; 16th Circuit - Douglas
en-US,US State Courts,1072,Court of first instance,Oregon,Circuit Court,Seventeenth Circuit,17th Circuit; Seventeenth Circuit - Lincoln; 17th Circuit - Lincoln
en-US,US State Courts,1073,Court of first instance,Oregon,Circuit Court,Eighteenth Circuit,18th Circuit; Eighteenth Circuit - Clatsop; 18th Circuit - Clatsop
en-US,US State Courts,1074,Court of first instance,Oregon,Circuit Court,Nineteenth Circuit,19th Circuit; Nineteenth Circuit - Columbia; 19th Circuit - Columbia
en-US,US State Courts,1075,Court of first instance,Oregon,Circuit Court,Twentieth Circuit,20th Circuit; Twentieth Circuit - Washington; 20th Circuit - Washington
en-US,US State Courts,1076,Court of first instance,Oregon,Circuit Court,Twenty-first Circuit,21st Circuit; Twenty-first Circuit - Benton; 21st Circuit - Benton
en-US,US State Courts,1077,Court of first instance,Oregon,Circuit Court,Twenty-second Circuit,"22nd Circuit; Twenty-second Circuit - Crook, Jefferson; 22nd Circuit - Crook, Jefferson"
en-US,US State Courts,1078,Court of first instance,Oregon,Circuit Court,Twenty-third Circuit,23rd Circuit; Twenty-third Circuit - Linn; 23rd Circuit - Linn
en-US,US State Courts,1079,Court of first instance,Oregon,Circuit Court,Twenty-fourth Circuit,"24th Circuit; Twenty-fourth Circuit - Harney, Grant; 24th Circuit - Harney, Grant"
en-US,US State Courts,1080,Court of first instance,Oregon,Circuit Court,Twenty-fifth Circuit,25th Circuit; Twenty-fifth Circuit - Yamhill; 25th Circuit - Yamhill
en-US,US State Courts,1081,Court of first instance,Oregon,Circuit Court,Twenty-sixth Circuit,26th Circuit; Twenty-sixth Circuit - Lake; 26th Circuit - Lake
en-US,US State Courts,1082,Court of first instance,Oregon,Circuit Court,Twenty-seventh Circuit,27th Circuit; Twenty-seventh Circuit - Tillamook; 27th Circuit - Tillamook
en-US,US State Courts,1083,Intermediate appellate court,Oregon,Appellate Court,Oregon Court of Appeals,
en-US,US State Courts,1084,Court of last resort,Oregon,Supreme Court,Oregon Supreme Court,
en-US,US State Courts,1085,Intermediate appellate court,Pennsylvania,Appellate Court,Commonwealth Court of Pennsylvania,
en-US,US State Courts,1086,Court of first instance,Pennsylvania,Trial Court,Philadelphia County Judicial District,
en-US,US State Courts,1087,Court of first instance,Pennsylvania,Trial Court,Lancaster County Judicial District,
en-US,US State Courts,1088,Court of first instance,Pennsylvania,Trial Court,Northampton County Judicial District,
en-US,US State Courts,1089,Court of first instance,Pennsylvania,Trial Court,Tioga County Judicial District,
en-US,US State Courts,1090,Court of first instance,Pennsylvania,Trial Court,Allegheny County Judicial District,
en-US,US State Courts,1091,Court of first instance,Pennsylvania,Trial Court,Erie County Judicial District,
en-US,US State Courts,1092,Court of first instance,Pennsylvania,Trial Court,Bucks County Judicial District,
en-US,US State Courts,1093,Court of first instance,Pennsylvania,Trial Court,Northumberland County Judicial District,
en-US,US State Courts,1094,Court of first instance,Pennsylvania,Trial Court,Cumberland County Judicial District,
en-US,US State Courts,1095,Court of first instance,Pennsylvania,Trial Court,Westmoreland County Judicial District,
en-US,US State Courts,1096,Court of first instance,Pennsylvania,Trial Court,Luzerne County Judicial District,
en-US,US State Courts,1097,Court of first instance,Pennsylvania,Trial Court,Dauphin County Judicial District,
en-US,US State Courts,1098,Court of first instance,Pennsylvania,Trial Court,Greene County Judicial District,
en-US,US State Courts,1099,Court of first instance,Pennsylvania,Trial Court,Fayette County Judicial District,
en-US,US State Courts,1100,Court of first instance,Pennsylvania,Trial Court,Chester County Judicial District,
en-US,US State Courts,1101,Court of first instance,Pennsylvania,Trial Court,Somerset County Judicial District,
en-US,US State Courts,1102,Court of first instance,Pennsylvania,Trial Court,Snyder County and Union County Judicial District,
en-US,US State Courts,1103,Court of first instance,Pennsylvania,Trial Court,Clarion County Judicial District,
en-US,US State Courts,1104,Court of first instance,Pennsylvania,Trial Court,York County Judicial District,
en-US,US State Courts,1105,Court of first instance,Pennsylvania,Trial Court,Huntingdon County Judicial District,
en-US,US State Courts,1106,Court of first instance,Pennsylvania,Trial Court,Schuylkill County Judicial District,
en-US,US State Courts,1107,Court of first instance,Pennsylvania,Trial Court,Wayne County Judicial District,
en-US,US State Courts,1108,Court of first instance,Pennsylvania,Trial Court,Berks County Judicial District,
en-US,US State Courts,1109,Court of first instance,Pennsylvania,Trial Court,Blair County Judicial District,
en-US,US State Courts,1110,Court of first instance,Pennsylvania,Trial Court,Clinton County Judicial District,
en-US,US State Courts,1111,Court of first instance,Pennsylvania,Trial Court,Columbia County and Montour County Judicial District,
en-US,US State Courts,1112,Court of first instance,Pennsylvania,Trial Court,Washington County Judicial District,
en-US,US State Courts,1113,Court of first instance,Pennsylvania,Trial Court,Venango County Judicial District,
en-US,US State Courts,1114,Court of first instance,Pennsylvania,Trial Court,Lycoming County Judicial District,
en-US,US State Courts,1115,Court of first instance,Pennsylvania,Trial Court,Crawford County Judicial District,
en-US,US State Courts,1116,Court of first instance,Pennsylvania,Trial Court,Lehigh County Judicial District,
en-US,US State Courts,1117,Court of first instance,Pennsylvania,Trial Court,Delaware County Judicial District,
en-US,US State Courts,1118,Court of first instance,Pennsylvania,Trial Court,Armstrong County Judicial District,
en-US,US State Courts,1119,Court of first instance,Pennsylvania,Trial Court,Susquehanna County Judicial District,
en-US,US State Courts,1120,Court of first instance,Pennsylvania,Trial Court,Mercer County Judicial District,
en-US,US State Courts,1121,Court of first instance,Pennsylvania,Trial Court,Beaver County Judicial District,
en-US,US State Courts,1122,Court of first instance,Pennsylvania,Trial Court,Forest County and Warren County Judicial District,
en-US,US State Courts,1123,Court of first instance,Pennsylvania,Trial Court,Montgomery County Judicial District,
en-US,US State Courts,1124,Court of first instance,Pennsylvania,Trial Court,Franklin County and Fulton County Judicial District,
en-US,US State Courts,1125,Court of first instance,Pennsylvania,Trial Court,Indiana County Judicial District,
en-US,US State Courts,1126,Court of first instance,Pennsylvania,Trial Court,Juniata County and Perry County Judicial District,
en-US,US State Courts,1127,Court of first instance,Pennsylvania,Trial Court,Bradford County Judicial District,
en-US,US State Courts,1128,Court of first instance,Pennsylvania,Trial Court,Monroe County Judicial District,
en-US,US State Courts,1129,Court of first instance,Pennsylvania,Trial Court,Sullivan County and Wyoming County Judicial District,
en-US,US State Courts,1130,Court of first instance,Pennsylvania,Trial Court,Lackawanna County Judicial District,
en-US,US State Courts,1131,Court of first instance,Pennsylvania,Trial Court,Clearfield County Judicial District,
en-US,US State Courts,1132,Court of first instance,Pennsylvania,Trial Court,Cambria County Judicial District,
en-US,US State Courts,1133,Court of first instance,Pennsylvania,Trial Court,McKean County Judicial District,
en-US,US State Courts,1134,Court of first instance,Pennsylvania,Trial Court,Centre County Judicial District,
en-US,US State Courts,1135,Court of first instance,Pennsylvania,Trial Court,Butler County Judicial District,
en-US,US State Courts,1136,Court of first instance,Pennsylvania,Trial Court,Adams County Judicial District,
en-US,US State Courts,1137,Court of first instance,Pennsylvania,Trial Court,Lebanon County Judicial District,
en-US,US State Courts,1138,Court of first instance,Pennsylvania,Trial Court,Lawrence County Judicial District,
en-US,US State Courts,1139,Court of first instance,Pennsylvania,Trial Court,Jefferson County Judicial District,
en-US,US State Courts,1140,Court of first instance,Pennsylvania,Trial Court,Potter County Judicial District,
en-US,US State Courts,1141,Court of first instance,Pennsylvania,Trial Court,Carbon County Judicial District,
en-US,US State Courts,1142,Court of first instance,Pennsylvania,Trial Court,Bedford County Judicial District,
en-US,US State Courts,1143,Court of first instance,Pennsylvania,Trial Court,Mifflin County Judicial District,
en-US,US State Courts,1144,Court of first instance,Pennsylvania,Trial Court,Cameron County and Elk County Judicial District,
en-US,US State Courts,1145,Court of first instance,Pennsylvania,Trial Court,Pike County Judicial District,
en-US,US State Courts,1146,Intermediate appellate court,Pennsylvania,Appellate Court,Superior Court of Pennsylvania,
en-US,US State Courts,1147,Court of last resort,Pennsylvania,Supreme Court,Supreme Court of Pennsylvania,
en-US,US State Courts,1148,Intermediate appellate court,Puerto Rico,Appellate Court,Court of Appeals of Puerto Rico,Tribunal de Apelaciones
en-US,US State Courts,1149,Court of first instance,Puerto Rico,Superior Court,Puerto Rico Superior Court,Tribunal Superior
en-US,US State Courts,1150,Court of last resort,Puerto Rico,Supreme Court,Supreme Court of Puerto Rico,Tribunal Supremo de Puerto Rico
en-US,US State Courts,1151,Court of first instance,Rhode Island,Superior Court,Rhode Island Superior Court,
en-US,US State Courts,1152,Court of last resort,Rhode Island,Supreme Court,Rhode Island Supreme Court,
en-US,US State Courts,1153,Court of first instance,South Carolina,Circuit Court,First Circuit,1st Circuit
en-US,US State Courts,1154,Court of first instance,South Carolina,Circuit Court,Second Circuit,2nd Circuit
en-US,US State Courts,1155,Court of first instance,South Carolina,Circuit Court,Third Circuit,3rd Circuit
en-US,US State Courts,1156,Court of first instance,South Carolina,Circuit Court,Fourth Circuit,4th Circuit
en-US,US State Courts,1157,Court of first instance,South Carolina,Circuit Court,Fifth Circuit,5th Circuit
en-US,US State Courts,1158,Court of first instance,South Carolina,Circuit Court,Sixth Circuit,6th Circuit
en-US,US State Courts,1159,Court of first instance,South Carolina,Circuit Court,Seventh Circuit,7th Circuit
en-US,US State Courts,1160,Court of first instance,South Carolina,Circuit Court,Eighth Circuit,8th Circuit
en-US,US State Courts,1161,Court of first instance,South Carolina,Circuit Court,Ninth Circuit,9th Circuit
en-US,US State Courts,1162,Court of first instance,South Carolina,Circuit Court,Tenth Circuit,10th Circuit
en-US,US State Courts,1163,Court of first instance,South Carolina,Circuit Court,Eleventh Circuit,11th Circuit
en-US,US State Courts,1164,Court of first instance,South Carolina,Circuit Court,Twelfth Circuit,12th Circuit
en-US,US State Courts,1165,Court of first instance,South Carolina,Circuit Court,Thirteenth Circuit,13th Circuit
en-US,US State Courts,1166,Court of first instance,South Carolina,Circuit Court,Fourteenth Circuit,14th Circuit
en-US,US State Courts,1167,Court of first instance,South Carolina,Circuit Court,Fifteenth Circuit,15th Circuit
en-US,US State Courts,1168,Court of first instance,South Carolina,Circuit Court,Sixteenth Circuit,16th Circuit
en-US,US State Courts,1169,Intermediate appellate court,South Carolina,Appellate Court,South Carolina Court of Appeals,
en-US,US State Courts,1170,Court of last resort,South Carolina,Supreme Court,South Carolina Supreme Court,
en-US,US State Courts,1171,Court of first instance,South Dakota,Circuit Court,1st Judicial District,First Judicial District; First Judicial Circuit Court; 1st Judicial District
en-US,US State Courts,1172,Court of first instance,South Dakota,Circuit Court,2nd Judicial District,Second Judicial District; Second Judicial Circuit Court; 2nd Judicial District
en-US,US State Courts,1173,Court of first instance,South Dakota,Circuit Court,3rd Judicial District,Third Judicial District; Third Judicial Circuit Court; 3rd Judicial District
en-US,US State Courts,1174,Court of first instance,South Dakota,Circuit Court,4th Judicial District,Fourth Judicial District; Fourth Judicial Circuit Court; 4th Judicial District
en-US,US State Courts,1175,Court of first instance,South Dakota,Circuit Court,5th Judicial District,Fifth Judicial District; Fifth Judicial Circuit Court; 5th Judicial District
en-US,US State Courts,1176,Court of first instance,South Dakota,Circuit Court,6th Judicial District,Sixth Judicial District; Sixth Judicial Circuit Court; 6th Judicial District
en-US,US State Courts,1177,Court of first instance,South Dakota,Circuit Court,7th Judicial District,Seventh Judicial District; Seventh Judicial Circuit Court; 7th Judicial District
en-US,US State Courts,1178,Court of last resort,South Dakota,Supreme Court,South Dakota Supreme Court,
en-US,US State Courts,1179,Court of first instance,Tennessee,Chancery Court,1st Judicial District,First Judicial District
en-US,US State Courts,1180,Court of first instance,Tennessee,Chancery Court,2nd Judicial District,Second Judicial District
en-US,US State Courts,1181,Court of first instance,Tennessee,Chancery Court,3rd Judicial District,Third Judicial District
en-US,US State Courts,1182,Court of first instance,Tennessee,Chancery Court,4th Judicial District,Fourth Judicial District
en-US,US State Courts,1183,Court of first instance,Tennessee,Chancery Court,5th Judicial District,Fifth Judicial District
en-US,US State Courts,1184,Court of first instance,Tennessee,Chancery Court,6th Judicial District,Sixth Judicial District
en-US,US State Courts,1185,Court of first instance,Tennessee,Chancery Court,7th Judicial District,Seventh Judicial District
en-US,US State Courts,1186,Court of first instance,Tennessee,Chancery Court,8th Judicial District,Eighth Judicial District
en-US,US State Courts,1187,Court of first instance,Tennessee,Chancery Court,9th Judicial District,Ninth Judicial District
en-US,US State Courts,1188,Court of first instance,Tennessee,Chancery Court,10th Judicial District,Tenth Judicial District
en-US,US State Courts,1189,Court of first instance,Tennessee,Chancery Court,11th Judicial District,Eleventh Judicial District
en-US,US State Courts,1190,Court of first instance,Tennessee,Chancery Court,12th Judicial District,Twelfth Judicial District
en-US,US State Courts,1191,Court of first instance,Tennessee,Chancery Court,13th Judicial District,Thirteenth Judicial District
en-US,US State Courts,1192,Court of first instance,Tennessee,Chancery Court,14th Judicial District,Fourteenth Judicial District
en-US,US State Courts,1193,Court of first instance,Tennessee,Chancery Court,15th Judicial District,Fifteenth Judicial District
en-US,US State Courts,1194,Court of first instance,Tennessee,Chancery Court,16th Judicial District,Sixteenth Judicial District
en-US,US State Courts,1195,Court of first instance,Tennessee,Chancery Court,17th Judicial District,Seventeenth Judicial District
en-US,US State Courts,1196,Court of first instance,Tennessee,Chancery Court,18th Judicial District,Eighteenth Judicial District
en-US,US State Courts,1197,Court of first instance,Tennessee,Chancery Court,19th Judicial District,Nineteenth Judicial District
en-US,US State Courts,1198,Court of first instance,Tennessee,Chancery Court,20th Judicial District,Twentieth Judicial District
en-US,US State Courts,1199,Court of first instance,Tennessee,Chancery Court,21st Judicial District,Twenty-first Judicial District
en-US,US State Courts,1200,Court of first instance,Tennessee,Chancery Court,22nd Judicial District,Twenty-second Judicial District
en-US,US State Courts,1201,Court of first instance,Tennessee,Chancery Court,23rd Judicial District,Twenty-third Judicial District
en-US,US State Courts,1202,Court of first instance,Tennessee,Chancery Court,24th Judicial District,Twenty-fourth Judicial District
en-US,US State Courts,1203,Court of first instance,Tennessee,Chancery Court,25th Judicial District,Twenty-fifth Judicial District
en-US,US State Courts,1204,Court of first instance,Tennessee,Chancery Court,26th Judicial District,Twenty-sixth Judicial District
en-US,US State Courts,1205,Court of first instance,Tennessee,Chancery Court,27th Judicial District,Twenty-seventh Judicial District
en-US,US State Courts,1206,Court of first instance,Tennessee,Chancery Court,28th Judicial District,Twenty-eighth Judicial District
en-US,US State Courts,1207,Court of first instance,Tennessee,Chancery Court,29th Judicial District,Twenty-ninth Judicial District
en-US,US State Courts,1208,Court of first instance,Tennessee,Chancery Court,30th Judicial District,Thirtieth Judicial District
en-US,US State Courts,1209,Court of first instance,Tennessee,Chancery Court,31st Judicial District,Thirty-first Judicial District
en-US,US State Courts,1210,Court of first instance,Tennessee,Circuit Court,1st Judicial District,First Judicial District
en-US,US State Courts,1211,Court of first instance,Tennessee,Circuit Court,2nd Judicial District,Second Judicial District
en-US,US State Courts,1212,Court of first instance,Tennessee,Circuit Court,3rd Judicial District,Third Judicial District
en-US,US State Courts,1213,Court of first instance,Tennessee,Circuit Court,4th Judicial District,Fourth Judicial District
en-US,US State Courts,1214,Court of first instance,Tennessee,Circuit Court,5th Judicial District,Fifth Judicial District
en-US,US State Courts,1215,Court of first instance,Tennessee,Circuit Court,6th Judicial District,Sixth Judicial District
